Date,Start Time (Sask),Start Time (ET),Visitor,Score,Home,Score,Status,Visitor Goalie,Home Goalie,O/U,Over,Under,Away ML,Home ML,Home PL Spread,PL Away,PL Home
2025-12-06,9:00 PM,10:00 PM,Detroit Red Wings,4,Seattle Kraken,3,Regulation,John Gibson,Joey Daccord,6,-105,-115,-120,100,1.5,205,-250
2025-12-07,12:00 PM,1:00 PM,Colorado Avalanche,3,Philadelphia Flyers,2,Regulation,Mackenzie Blackwood,Samuel Ersson,6,-120,100,-170,145,1.5,155,-185
2025-12-07,4:00 PM,5:00 PM,New York Islanders,1,Florida Panthers,4,Regulation,David Rittich,Daniil Tarasov,6,-120,100,135,-160,-1.5,-185,155
2025-12-07,4:00 PM,5:00 PM,San Jose Sharks,4,Carolina Hurricanes,1,Regulation,Alex Nedeljkovic,Pyotr Kochetkov,6,-115,-105,260,-319,-1.5,105,-125
2025-12-07,5:00 PM,6:00 PM,Pittsburgh Penguins,2,Dallas Stars,3,SO,Tristan Jarry,Jake Oettinger,6,-105,-115,150,-180,-1.5,-170,145
2025-12-07,6:00 PM,7:00 PM,St. Louis Blues,4,Montreal Canadiens,3,Regulation,Jordan Binnington,Jakub Dobes,5.5,-110,-110,110,-130,-1.5,-230,190
2025-12-07,6:00 PM,7:00 PM,Vegas Golden Knights,3,New York Rangers,2,OT,Carter Hart,Jonathan Quick,5.5,-135,115,-165,140,1.5,155,-185
2025-12-07,6:00 PM,7:00 PM,Columbus Blue Jackets,0,Washington Capitals,2,Regulation,Jet Greaves,Logan Thompson,6.5,100,-120,155,-185,-1.5,-160,135
2025-12-07,7:00 PM,8:00 PM,Chicago Blackhawks,1,Anaheim Ducks,7,Regulation,Arvid Soderblom,Ville Husso,6.5,-130,110,160,-190,-1.5,-155,130
2025-12-08,6:30 PM,7:30 PM,Tampa Bay Lightning,0,Toronto Maple Leafs,2,Regulation,Jonas Johansson,Dennis Hildeby,6.5,-110,-110,-130,110,1.5,190,-230
2025-12-08,8:00 PM,9:00 PM,Los Angeles Kings,4,Utah Mammoth,2,Regulation,Darcy Kuemper,Karel Vejmelka,5.5,100,-120,-110,-110,-1.5,-280,230
2025-12-08,8:00 PM,9:00 PM,Buffalo Sabres,4,Calgary Flames,7,Regulation,Ukko-Pekka Luukkonen,Dustin Wolf,6,-115,-105,-110,-110,-1.5,-275,225
2025-12-08,9:00 PM,10:00 PM,Detroit Red Wings,4,Vancouver Canucks,0,Regulation,John Gibson,Kevin Lankinen,6.5,-105,-115,-125,105,1.5,190,-230
2025-12-08,9:00 PM,10:00 PM,Minnesota Wild,4,Seattle Kraken,1,Regulation,Filip Gustavsson,Philipp Grubauer,5.5,-105,-115,-135,115,1.5,190,-230
2025-12-09,6:00 PM,7:00 PM,Tampa Bay Lightning,6,Montreal Canadiens,1,Regulation,Jonas Johansson,Jakub Dobes,6.5,-105,-115,-110,-110,-1.5,-270,220
2025-12-09,6:00 PM,7:00 PM,New Jersey Devils,4,Ottawa Senators,3,Regulation,Jacob Markstrom,Linus Ullmark,5.5,-110,-110,130,-155,-1.5,-210,175
2025-12-09,6:00 PM,7:00 PM,Vegas Golden Knights,4,New York Islanders,5,SO,Carter Hart,Ilya Sorokin,5.5,-110,-110,-140,120,1.5,180,-220
2025-12-09,6:00 PM,7:00 PM,San Jose Sharks,1,Philadelphia Flyers,4,Regulation,Alex Nedeljkovic,Dan Vladar,6,-105,-115,150,-180,-1.5,-170,145
2025-12-09,6:00 PM,7:00 PM,Anaheim Ducks,4,Pittsburgh Penguins,3,SO,Ville Husso,Arturs Silovs,6.5,-120,100,-110,-110,-1.5,-270,220
2025-12-09,6:30 PM,7:30 PM,Columbus Blue Jackets,1,Carolina Hurricanes,4,Regulation,Jet Greaves,Brandon Bussi,6.5,-110,-110,180,-220,-1.5,-135,115
2025-12-09,7:00 PM,8:00 PM,Boston Bruins,5,St. Louis Blues,2,Regulation,Jeremy Swayman,Joel Hofer,5.5,-110,-110,110,-130,-1.5,-240,195
2025-12-09,7:00 PM,8:00 PM,Dallas Stars,4,Winnipeg Jets,3,Regulation,Casey DeSmith,Eric Comrie,6,-105,-115,-150,125,1.5,180,-220
2025-12-09,8:00 PM,9:00 PM,Buffalo Sabres,4,Edmonton Oilers,3,OT,Colten Ellis,Stuart Skinner,6.5,-125,105,175,-210,-1.5,-135,115
2025-12-09,8:30 PM,9:30 PM,Colorado Avalanche,3,Nashville Predators,4,SO,Scott Wedgewood,Juuse Saros,6,-110,-110,-205,170,1.5,125,-150
2025-12-10,6:30 PM,7:30 PM,New York Rangers,0,Chicago Blackhawks,3,Regulation,Igor Shesterkin,Spencer Knight,6,100,-120,-150,125,1.5,175,-210
2025-12-10,7:30 PM,8:30 PM,Detroit Red Wings,4,Calgary Flames,3,Regulation,John Gibson,Devin Cooley,6,-120,100,-110,-110,-1.5,-275,190
2025-12-10,8:00 PM,9:00 PM,Florida Panthers,4,Utah Mammoth,3,Regulation,Sergei Bobrovsky,Karel Vejmelka,5.5,-115,-105,-110,-110,1.5,230,-280
2025-12-10,9:00 PM,10:00 PM,Los Angeles Kings,2,Seattle Kraken,3,OT,Anton Forsberg,Joey Daccord,5.5,100,-120,-150,125,1.5,175,-210
2025-12-11,6:00 PM,7:00 PM,San Jose Sharks,3,Toronto Maple Leafs,2,OT,Alex Nedeljkovic,Dennis Hildeby,6,-115,-105,280,-385,-1.5,105,-135
2025-12-11,6:00 PM,7:00 PM,Tampa Bay Lightning,8,New Jersey Devils,4,Regulation,Jonas Johansson,Jacob Markstrom,6,-105,-115,-556,375,1.5,-208,155
2025-12-11,6:00 PM,7:00 PM,Anaheim Ducks,2,New York Islanders,5,Regulation,Ville Husso,David Rittich,6.5,-120,100,900,-1667,-1.5,-240,195
2025-12-11,6:00 PM,7:00 PM,Vegas Golden Knights,3,Philadelphia Flyers,2,OT,Akira Schmid,Dan Vladar,5.5,-115,-105,-155,130,1.5,170,-205
2025-12-11,6:00 PM,7:00 PM,Montreal Canadiens,4,Pittsburgh Penguins,2,Regulation,Jacob Fowler,Tristan Jarry,6.5,100,-120,-179,145,-1.5,-556,340
2025-12-11,6:00 PM,7:00 PM,Carolina Hurricanes,3,Washington Capitals,2,SO,Brandon Bussi,Logan Thompson,6,100,-120,-115,-115,1.5,225,-303
2025-12-11,6:00 PM,7:00 PM,Ottawa Senators,6,Columbus Blue Jackets,3,Regulation,Linus Ullmark,Elvis Merzlikins,6.5,-110,-110,-1667,850,1.5,200,-245
2025-12-11,7:00 PM,8:00 PM,St. Louis Blues,2,Nashville Predators,7,Regulation,Jordan Binnington,Juuse Saros,5.5,-115,-105,400,-588,-1.5,165,-233
2025-12-11,7:00 PM,8:00 PM,Dallas Stars,2,Minnesota Wild,5,Regulation,Jake Oettinger,Filip Gustavsson,5.5,-105,-115,-130,100,1.5,220,-294
2025-12-11,7:00 PM,8:00 PM,Boston Bruins,6,Winnipeg Jets,3,Regulation,Joonas Korpisalo,Eric Comrie,6,-120,100,-164,135,-1.5,-500,320
2025-12-11,8:00 PM,9:00 PM,Detroit Red Wings,1,Edmonton Oilers,4,Regulation,Cam Talbot,Stuart Skinner,6.5,-125,105,150,-180,-1.5,-165,140
2025-12-11,8:30 PM,9:30 PM,Florida Panthers,2,Colorado Avalanche,6,Regulation,Daniil Tarasov,Mackenzie Blackwood,6.5,100,-120,195,-240,-1.5,-130,110
2025-12-11,9:00 PM,10:00 PM,Buffalo Sabres,3,Vancouver Canucks,2,Regulation,Alex Lyon,Thatcher Demko,6,-115,-105,-115,-105,1.5,220,-270
2025-12-12,7:00 PM,8:00 PM,Chicago Blackhawks,2,St. Louis Blues,3,Regulation,Spencer Knight,Joel Hofer,5.5,-110,-110,-115,-105,-1.5,-310,215
2025-12-12,8:00 PM,9:00 PM,Seattle Kraken,3,Utah Mammoth,5,Regulation,Philipp Grubauer,Karel Vejmelka,5.5,-110,-110,160,-190,-1.5,-160,135
2025-12-13,11:30 AM,12:30 PM,Anaheim Ducks,1,New Jersey Devils,4,Regulation,Lukas Dostal,Jake Allen,6.5,-110,-110,-110,-120,-1.5,-250,200
2025-12-13,1:00 PM,2:00 PM,Ottawa Senators,2,Minnesota Wild,3,Regulation,Leevi Meriläinen,Jesper Wallstedt,5.5,-125,105,100,-120,-1.5,-260,210
2025-12-13,2:00 PM,3:00 PM,San Jose Sharks,6,Pittsburgh Penguins,5,OT,Yaroslav Askarov,Arturs Silovs,6,-120,100,150,-180,-1.5,-170,145
2025-12-13,2:30 PM,3:30 PM,Tampa Bay Lightning,2,New York Islanders,3,SO,Jonas Johansson,Ilya Sorokin,5.5,-125,105,-130,110,1.5,195,-240
2025-12-13,6:00 PM,7:00 PM,Edmonton Oilers,6,Toronto Maple Leafs,3,Regulation,Tristan Jarry,Dennis Hildeby,6.5,-105,-115,-125,105,1.5,210,-260
2025-12-13,6:00 PM,7:00 PM,Montreal Canadiens,4,New York Rangers,5,OT,Jacob Fowler,Igor Shesterkin,5.5,-110,-110,115,-135,-1.5,-220,180
2025-12-13,6:00 PM,7:00 PM,Carolina Hurricanes,4,Philadelphia Flyers,3,SO,Pyotr Kochetkov,Samuel Ersson,6,-105,-115,-185,155,1.5,145,-170
2025-12-13,6:00 PM,7:00 PM,Vegas Golden Knights,3,Columbus Blue Jackets,2,Regulation,Carter Hart,Jet Greaves,6,-120,100,-140,120,1.5,165,-200
2025-12-13,6:00 PM,7:00 PM,Washington Capitals,1,Winnipeg Jets,5,Regulation,Logan Thompson,Connor Hellebuyck,5.5,-105,-115,-120,100,1.5,220,-270
2025-12-13,7:00 PM,8:00 PM,Detroit Red Wings,4,Chicago Blackhawks,0,Regulation,John Gibson,Arvid Soderblom,6.5,100,-120,-190,160,1.5,135,-160
2025-12-13,7:00 PM,8:00 PM,Florida Panthers,4,Dallas Stars,0,Regulation,Sergei Bobrovsky,Jake Oettinger,5.5,-120,100,115,-135,-1.5,-220,180
2025-12-13,8:00 PM,9:00 PM,Nashville Predators,2,Colorado Avalanche,4,Regulation,Justus Annunen,Scott Wedgewood,6.5,-110,-110,290,-370,-1.5,120,-140
2025-12-13,9:00 PM,10:00 PM,Calgary Flames,2,Los Angeles Kings,1,OT,Dustin Wolf,Darcy Kuemper,5.5,115,-135,145,-170,-1.5,-185,155
2025-12-14,11:30 AM,12:30 PM,Vancouver Canucks,2,New Jersey Devils,1,Regulation,Thatcher Demko,Jacob Markstrom,6,-105,-115,105,-125,-1.5,-245,200
2025-12-14,2:00 PM,3:00 PM,Utah Mammoth,5,Pittsburgh Penguins,4,OT,Karel Vejmelka,Sergei Murashov,6,-120,100,-130,110,1.5,180,-220
2025-12-14,4:00 PM,5:00 PM,Philadelphia Flyers,2,Carolina Hurricanes,3,SO,Dan Vladar,Brandon Bussi,5.5,-115,-105,205,-250,-1.5,-130,110
2025-12-14,5:00 PM,6:00 PM,Boston Bruins,2,Minnesota Wild,6,Regulation,Jeremy Swayman,Filip Gustavsson,5.5,-115,-105,110,-130,-1.5,-225,185
2025-12-14,6:00 PM,7:00 PM,Edmonton Oilers,1,Montreal Canadiens,4,Regulation,Calvin Pickard,Jakub Dobes,6.5,-120,100,-135,115,1.5,185,-225
2025-12-14,7:00 PM,8:00 PM,Buffalo Sabres,3,Seattle Kraken,1,Regulation,Alex Lyon,Joey Daccord,6,-110,-110,-130,110,1.5,190,-230
2025-12-15,6:00 PM,7:00 PM,Florida Panthers,5,Tampa Bay Lightning,2,Regulation,Sergei Bobrovsky,Jonas Johansson,6,-105,-115,100,-120,-1.5,-245,200
2025-12-15,6:00 PM,7:00 PM,Anaheim Ducks,4,New York Rangers,1,Regulation,Lukas Dostal,Igor Shesterkin,6,-120,100,-105,-115,-1.5,-250,205
2025-12-15,6:30 PM,7:30 PM,Ottawa Senators,3,Winnipeg Jets,2,OT,Linus Ullmark,Connor Hellebuyck,5.5,-115,-105,110,-130,-1.5,-230,190
2025-12-15,7:00 PM,8:00 PM,Nashville Predators,5,St. Louis Blues,2,Regulation,Juuse Saros,Joel Hofer,5.5,-115,-105,-115,-105,-1.5,-280,230
2025-12-15,7:00 PM,8:00 PM,Los Angeles Kings,1,Dallas Stars,4,Regulation,Darcy Kuemper,Casey DeSmith,5.5,110,-130,105,-125,-1.5,-270,195
2025-12-16,6:00 PM,7:00 PM,Utah Mammoth,1,Boston Bruins,4,Regulation,Vitek Vanecek,Jeremy Swayman,6,-110,-110,-105,-115,1.5,210,-300
2025-12-16,6:00 PM,7:00 PM,Chicago Blackhawks,2,Toronto Maple Leafs,3,Regulation,Spencer Knight,Joseph Woll,5.5,-120,100,165,-200,-1.5,-165,140
2025-12-16,6:00 PM,7:00 PM,Philadelphia Flyers,4,Montreal Canadiens,1,Regulation,Dan Vladar,Jacob Fowler,5.5,-120,100,100,-120,-1.5,-260,210
2025-12-16,6:00 PM,7:00 PM,New York Islanders,2,Detroit Red Wings,3,Regulation,Ilya Sorokin,John Gibson,6,-110,-110,105,-125,-1.5,-230,190
2025-12-16,6:00 PM,7:00 PM,Vancouver Canucks,3,New York Rangers,0,Regulation,Thatcher Demko,Jonathan Quick,5.5,-115,-105,100,-120,-1.5,-260,210
2025-12-16,6:00 PM,7:00 PM,Anaheim Ducks,3,Columbus Blue Jackets,4,OT,Ville Husso,Jet Greaves,6.5,-130,110,125,-150,-1.5,-200,165
2025-12-16,6:30 PM,7:30 PM,Edmonton Oilers,6,Pittsburgh Penguins,4,Regulation,Tristan Jarry,Stuart Skinner,6.5,-110,-110,-140,120,1.5,165,-200
2025-12-16,7:00 PM,8:00 PM,Washington Capitals,0,Minnesota Wild,5,Regulation,Charlie Lindgren,Filip Gustavsson,6,-110,-110,-105,-115,-1.5,-260,210
2025-12-16,9:00 PM,10:00 PM,Calgary Flames,3,San Jose Sharks,6,Regulation,Dustin Wolf,Yaroslav Askarov,5.5,-120,100,-155,130,1.5,175,-210
2025-12-16,9:00 PM,10:00 PM,Colorado Avalanche,5,Seattle Kraken,3,Regulation,Mackenzie Blackwood,Philipp Grubauer,6,-110,-110,-319,260,1.5,-125,105
2025-12-17,6:00 PM,7:00 PM,Los Angeles Kings,2,Florida Panthers,3,Regulation,Anton Forsberg,Daniil Tarasov,5.5,-115,-105,125,-150,-1.5,-205,170
2025-12-17,6:30 PM,7:30 PM,Utah Mammoth,4,Detroit Red Wings,1,Regulation,Karel Vejmelka,Cam Talbot,6,-105,-115,100,-120,-1.5,-250,205
2025-12-17,7:00 PM,8:00 PM,Winnipeg Jets,0,St. Louis Blues,1,Regulation,Connor Hellebuyck,Joel Hofer,5.5,-115,-105,-140,115,1.5,175,-250
2025-12-17,7:00 PM,8:00 PM,Carolina Hurricanes,4,Nashville Predators,1,Regulation,Pyotr Kochetkov,Juuse Saros,6,-105,-115,-180,150,1.5,145,-170
2025-12-17,9:00 PM,10:00 PM,New Jersey Devils,2,Vegas Golden Knights,1,SO,Jake Allen,Carter Hart,5.5,105,-125,140,-165,-1.5,-190,160
2025-12-18,6:00 PM,7:00 PM,Edmonton Oilers,3,Boston Bruins,1,Regulation,Tristan Jarry,Jeremy Swayman,6.5,-105,-115,-135,115,1.5,-909,525
2025-12-18,6:00 PM,7:00 PM,Chicago Blackhawks,1,Montreal Canadiens,4,Regulation,Spencer Knight,Jakub Dobes,5.5,-120,100,155,-185,-1.5,-180,150
2025-12-18,6:00 PM,7:00 PM,Pittsburgh Penguins,0,Ottawa Senators,4,Regulation,Arturs Silovs,Linus Ullmark,6.5,-110,-110,140,-165,-1.5,-170,145
2025-12-18,6:00 PM,7:00 PM,Los Angeles Kings,2,Tampa Bay Lightning,1,Regulation,Anton Forsberg,Andrei Vasilevskiy,5.5,-105,-115,190,-230,-1.5,-150,125
2025-12-18,6:00 PM,7:00 PM,Toronto Maple Leafs,0,Washington Capitals,4,Regulation,Dennis Hildeby,Logan Thompson,6,-105,-115,130,-155,-1.5,-205,170
2025-12-18,6:00 PM,7:00 PM,Minnesota Wild,5,Columbus Blue Jackets,2,Regulation,Jesper Wallstedt,Jet Greaves,6,-120,100,-115,-105,-2.5,-649,375
2025-12-18,6:30 PM,7:30 PM,Philadelphia Flyers,3,Buffalo Sabres,5,Regulation,Samuel Ersson,Alex Lyon,6,-120,100,125,-150,-1.5,-210,175
2025-12-18,7:00 PM,8:00 PM,New York Rangers,2,St. Louis Blues,1,OT,Igor Shesterkin,Jordan Binnington,5.5,100,-120,-140,120,1.5,190,-230
2025-12-18,8:00 PM,9:00 PM,Seattle Kraken,2,Calgary Flames,4,Regulation,Joey Daccord,Dustin Wolf,5.5,-120,100,145,-170,-1.5,-185,155
2025-12-18,9:00 PM,10:00 PM,Dallas Stars,5,San Jose Sharks,3,Regulation,Jake Oettinger,Alex Nedeljkovic,6,-110,-110,-200,165,1.5,130,-155
2025-12-19,6:00 PM,7:00 PM,Carolina Hurricanes,3,Florida Panthers,4,SO,Brandon Bussi,Sergei Bobrovsky,6,100,-120,-294,220,1.5,-105,-125
2025-12-19,6:00 PM,7:00 PM,Vancouver Canucks,4,New York Islanders,1,Regulation,Thatcher Demko,Ilya Sorokin,5.5,110,-130,-10000,1650,-1.5,-230,190
2025-12-19,8:00 PM,9:00 PM,Winnipeg Jets,2,Colorado Avalanche,3,Regulation,Connor Hellebuyck,Scott Wedgewood,6,-115,-105,180,-220,-1.5,-140,120
2025-12-19,8:00 PM,9:00 PM,New Jersey Devils,2,Utah Mammoth,1,Regulation,Jacob Markstrom,Karel Vejmelka,5.5,-120,100,120,-140,-1.5,-230,190
2025-12-19,9:00 PM,10:00 PM,Dallas Stars,8,Anaheim Ducks,3,Regulation,Casey DeSmith,Lukas Dostal,6.5,-105,-115,-105,-115,1.5,225,290
2025-12-20,11:30 AM,12:30 PM,Philadelphia Flyers,4,New York Rangers,5,SO,Samuel Ersson,Igor Shesterkin,5.5,-105,-115,130,-155,-1.5,-210,175
2025-12-20,11:30 AM,12:30 PM,Detroit Red Wings,5,Washington Capitals,2,Regulation,John Gibson,Logan Thompson,5.5,-120,100,135,-160,-1.5,-190,160
2025-12-20,2:00 PM,3:00 PM,Chicago Blackhawks,4,Ottawa Senators,6,Regulation,Arvid Soderblom,Leevi Meriläinen,5.5,-120,100,225,-275,-1.5,-120,100
2025-12-20,2:00 PM,3:00 PM,Edmonton Oilers,2,Minnesota Wild,5,Regulation,Calvin Pickard,Filip Gustavsson,6.5,-115,-105,110,-130,-1.5,450,190
2025-12-20,4:00 PM,5:00 PM,New York Islanders,2,Buffalo Sabres,3,SO,David Rittich,Alex Lyon,6,-120,100,230,-312,-1.5,-115,-115
2025-12-20,5:00 PM,6:00 PM,St. Louis Blues,6,Florida Panthers,2,Regulation,Joel Hofer,Daniil Tarasov,5.5,-115,-105,150,-180,-1.5,-170,145
2025-12-20,6:00 PM,7:00 PM,Vancouver Canucks,5,Boston Bruins,4,SO,Kevin Lankinen,Jeremy Swayman,5.5,-120,100,160,-190,-1.5,-208,165
2025-12-20,6:00 PM,7:00 PM,Pittsburgh Penguins,0,Montreal Canadiens,4,Regulation,Stuart Skinner,Jacob Fowler,6.5,-105,-115,115,-135,-1.5,-220,180
2025-12-20,6:00 PM,7:00 PM,Carolina Hurricanes,4,Tampa Bay Lightning,6,Regulation,Pyotr Kochetkov,Andrei Vasilevskiy,5.5,-115,-105,110,-130,1.5,240,-350
2025-12-20,6:00 PM,7:00 PM,Toronto Maple Leafs,3,Nashville Predators,5,Regulation,Joseph Woll,Juuse Saros,6,-110,-110,-244,195,1.5,110,-141
2025-12-20,9:00 PM,10:00 PM,Vegas Golden Knights,3,Calgary Flames,6,Regulation,Akira Schmid,Devin Cooley,5.5,-110,-110,-130,110,1.5,700,-1667
2025-12-20,9:00 PM,10:00 PM,Columbus Blue Jackets,3,Anaheim Ducks,4,Regulation,Elvis Merzlikins,Lukas Dostal,6.5,-135,115,-105,-115,1.5,200,-280
2025-12-20,9:00 PM,10:00 PM,Seattle Kraken,4,San Jose Sharks,2,Regulation,Joey Daccord,Yaroslav Askarov,6,-120,100,105,-125,-1.5,-245,200
2025-12-21,12:00 PM,1:00 PM,Washington Capitals,2,Detroit Red Wings,3,OT,Charlie Lindgren,Cam Talbot,6,-110,-110,-105,-115,-1.5,-260,210
2025-12-21,5:00 PM,6:00 PM,Colorado Avalanche,5,Minnesota Wild,1,Regulation,Mackenzie Blackwood,Jesper Wallstedt,6,-125,105,-170,145,1.5,150,-180
2025-12-21,6:00 PM,7:00 PM,Ottawa Senators,6,Boston Bruins,2,Regulation,Linus Ullmark,Joonas Korpisalo,6,-105,-115,-150,125,1.5,175,-210
2025-12-21,6:00 PM,7:00 PM,Buffalo Sabres,3,New Jersey Devils,1,Regulation,Ukko-Pekka Luukkonen,Jake Allen,6.5,-105,-115,150,-180,-1.5,-180,150
2025-12-21,6:00 PM,7:00 PM,Montreal Canadiens,3,Pittsburgh Penguins,4,SO,Jakub Dobes,Arturs Silovs,6.5,-105,-115,-110,-110,-1.5,-250,205
2025-12-21,6:00 PM,7:00 PM,New York Rangers,1,Nashville Predators,2,Regulation,Jonathan Quick,Justus Annunen,6,-110,-110,-110,-110,1.5,220,-270
2025-12-21,6:00 PM,7:00 PM,Toronto Maple Leafs,1,Dallas Stars,5,Regulation,Dennis Hildeby,Jake Oettinger,6,-120,100,180,-220,-1.5,110,-141
2025-12-21,6:00 PM,7:00 PM,Winnipeg Jets,3,Utah Mammoth,4,OT,Connor Hellebuyck,Karel Vejmelka,5.5,-115,-105,100,-120,-1.5,-260,210
2025-12-21,7:00 PM,8:00 PM,Vegas Golden Knights,3,Edmonton Oilers,4,Regulation,Carter Hart,Connor Ingram,6.5,-105,-115,105,-125,-1.5,-225,185
2025-12-22,6:00 PM,7:00 PM,St. Louis Blues,1,Tampa Bay Lightning,4,Regulation,Jordan Binnington,Andrei Vasilevskiy,5.5,-115,-105,205,-250,-1.5,-125,105
2025-12-22,6:30 PM,7:30 PM,Vancouver Canucks,2,Philadelphia Flyers,5,Regulation,Thatcher Demko,Dan Vladar,5.5,110,-130,100,-130,-1.5,-294,220
2025-12-22,9:00 PM,10:00 PM,Seattle Kraken,3,Anaheim Ducks,1,Regulation,Philipp Grubauer,Lukas Dostal,6.5,-115,-105,125,-180,-1.5,-155,130
2025-12-22,9:00 PM,10:00 PM,Columbus Blue Jackets,3,Los Angeles Kings,1,Regulation,Jet Greaves,Anton Forsberg,5.5,-120,100,135,-160,-1.5,-185,155
2025-12-23,3:00 PM,4:00 PM,Pittsburgh Penguins,3,Toronto Maple Leafs,6,Regulation,Stuart Skinner,Joseph Woll,6.5,-105,-115,250,-345,-1.5,-125,-105
2025-12-23,5:30 PM,6:30 PM,Dallas Stars,3,Detroit Red Wings,4,OT,Casey DeSmith,John Gibson,6,-110,-110,-125,105,1.5,195,-240
2025-12-23,6:00 PM,7:00 PM,New York Rangers,7,Washington Capitals,3,Regulation,Igor Shesterkin,Logan Thompson,5.5,100,-120,100,-130,-1.5,-200,475
2025-12-23,6:00 PM,7:00 PM,Montreal Canadiens,6,Boston Bruins,2,Regulation,Jacob Fowler,Jeremy Swayman,6,-110,-110,100,-120,-1.5,-245,200
2025-12-23,6:00 PM,7:00 PM,Buffalo Sabres,3,Ottawa Senators,2,OT,Alex Lyon,Linus Ullmark,6.5,105,-125,145,-170,-1.5,-200,165
2025-12-23,6:00 PM,7:00 PM,New Jersey Devils,1,New York Islanders,2,Regulation,Jacob Markstrom,David Rittich,5.5,-125,-115,-130,110,1.5,195,-240
2025-12-23,6:00 PM,7:00 PM,Florida Panthers,5,Carolina Hurricanes,2,Regulation,Sergei Bobrovsky,Frederik Andersen,6,-110,-110,120,-140,-1.5,-210,175
2025-12-23,7:00 PM,8:00 PM,Nashville Predators,3,Minnesota Wild,2,OT,Juuse Saros,Filip Gustavsson,6,-110,-110,155,-185,-1.5,-170,145
2025-12-23,8:00 PM,9:00 PM,Philadelphia Flyers,3,Chicago Blackhawks,1,Regulation,Samuel Ersson,Spencer Knight,5.5,-115,-105,-120,100,1.5,205,-250
2025-12-23,8:00 PM,9:00 PM,Utah Mammoth,0,Colorado Avalanche,1,Regulation,Vitek Vanecek,Scott Wedgewood,6,-120,100,220,-270,-1.5,-120,100
2025-12-23,8:00 PM,9:00 PM,Calgary Flames,1,Edmonton Oilers,5,Regulation,Dustin Wolf,Connor Ingram,6.5,-120,100,125,-150,-1.5,-200,165
2025-12-23,9:00 PM,10:00 PM,San Jose Sharks,2,Vegas Golden Knights,7,Regulation,Yaroslav Askarov,Carter Hart,6,-115,-105,170,-205,-1.5,-140,120
2025-12-23,9:00 PM,10:00 PM,Seattle Kraken,3,Los Angeles Kings,2,Regulation,Joey Daccord,Pheonix Copley,5.5,100,-120,180,-220,-1.5,-135,115
2025-12-27,5:00 PM,6:00 PM,New York Rangers,0,New York Islanders,2,Regulation,Igor Shesterkin,David Rittich,5.5,-105,-115,-115,-105,-1.5,-310,215
2025-12-27,6:00 PM,7:00 PM,Boston Bruins,1,Buffalo Sabres,4,Regulation,Joonas Korpisalo,Ukko-Pekka Luukkonen,6.5,-110,-110,110,-130,-1.5,-225,185
2025-12-27,6:00 PM,7:00 PM,Ottawa Senators,5,Toronto Maple Leafs,7,Regulation,Linus Ullmark,Joseph Woll,6,-115,-105,-130,110,-1.5,-340,230
2025-12-27,6:00 PM,7:00 PM,Tampa Bay Lightning,4,Florida Panthers,2,Regulation,Andrei Vasilevskiy,Sergei Bobrovsky,5.5,-120,100,-400,-105,-1.5,-310,215
2025-12-27,6:00 PM,7:00 PM,Washington Capitals,4,New Jersey Devils,3,OT,Logan Thompson,Jake Allen,5.5,-115,-105,100,-120,-1.5,-260,210
2025-12-27,6:00 PM,7:00 PM,Detroit Red Wings,2,Carolina Hurricanes,5,Regulation,John Gibson,Brandon Bussi,6,-115,-105,145,-170,-1.5,-170,145
2025-12-27,6:00 PM,7:00 PM,Minnesota Wild,4,Winnipeg Jets,3,OT,Jesper Wallstedt,Connor Hellebuyck,5.5,-125,105,-115,-455,-1.5,-300,210
2025-12-27,7:00 PM,8:00 PM,Nashville Predators,2,St. Louis Blues,3,Regulation,Juuse Saros,Joel Hofer,5.5,-120,100,-105,-115,-1.5,-1250,220
2025-12-27,7:00 PM,8:00 PM,Chicago Blackhawks,4,Dallas Stars,3,SO,Arvid Soderblom,Jake Oettinger,5.5,-120,100,280,-360,1.5,110,-5000
2025-12-27,8:00 PM,9:00 PM,Anaheim Ducks,1,Los Angeles Kings,6,Regulation,Lukas Dostal,Anton Forsberg,6,-115,-105,105,-125,-1.5,-220,180
2025-12-27,9:00 PM,10:00 PM,Edmonton Oilers,2,Calgary Flames,3,Regulation,Connor Ingram,Dustin Wolf,6.5,-120,100,-155,130,1.5,170,-205
2025-12-27,9:00 PM,10:00 PM,San Jose Sharks,6,Vancouver Canucks,3,Regulation,Yaroslav Askarov,Thatcher Demko,6,-115,-105,120,-140,-1.5,-210,175
2025-12-27,9:00 PM,10:00 PM,Colorado Avalanche,6,Vegas Golden Knights,5,SO,Scott Wedgewood,Carter Hart,6,-120,100,-160,135,1.5,160,-190
2025-12-28,4:00 PM,5:00 PM,Montreal Canadiens,4,Tampa Bay Lightning,5,SO,Jacob Fowler,Jonas Johansson,6.5,100,-120,120,-140,-1.5,-210,175
2025-12-28,4:00 PM,5:00 PM,New York Islanders,2,Columbus Blue Jackets,4,Regulation,David Rittich,Jet Greaves,6,-115,-105,120,-140,-1.5,-210,175
2025-12-28,6:00 PM,7:00 PM,Toronto Maple Leafs,2,Detroit Red Wings,3,OT,Dennis Hildeby,Cam Talbot,6.5,100,-120,115,-135,-1.5,-220,180
2025-12-28,6:00 PM,7:00 PM,Pittsburgh Penguins,7,Chicago Blackhawks,3,Regulation,Arturs Silovs,Spencer Knight,6,-105,-115,-155,130,1.5,160,-190
